,0,1,2,3,4,5,6,7
0,0.0,1.454534,-1.3391634,0.0,30.0,-20.0,2.0,4.0
1,0.0,3.5009785,-3.5160286,0.0,-15.0,-20.0,2.0,2.0
2,0.0,3.268266,-3.2960713,0.0,-30.0,20.0,2.0,2.0
3,0.0,3.541885,-3.3872516,0.0,0.0,0.0,2.0,0.0
4,0.0,3.6268635,-3.685835,0.0,-30.0,40.0,2.0,3.0
5,0.0,0.9897412,-0.93721503,0.0,-15.0,-40.0,2.0,10.0
6,0.0,2.1599762,-2.1238494,0.0,0.0,-40.0,2.0,1.0
7,0.0,2.4021993,-2.3123965,0.0,-15.0,40.0,2.0,10.0
8,0.0,3.266487,-3.17485,0.0,0.0,-20.0,2.0,2.0
9,0.0,3.5025365,-3.4227786,0.0,0.0,20.0,2.0,1.0
10,0.0,0.9734459,-0.8661919,0.0,-15.0,-40.0,2.0,10.0
11,0.0,3.4130528,-3.4575424,0.0,30.0,-40.0,2.0,5.0
12,0.0,3.7071488,-3.7346334,0.0,15.0,-40.0,2.0,10.0
13,0.0,3.7220075,-3.707704,0.0,-15.0,-20.0,2.0,3.0
14,0.0,2.2546437,-2.2723036,0.0,-15.0,-20.0,2.0,6.0
15,0.0,3.0519645,-2.9674833,0.0,15.0,40.0,2.0,1.0
16,0.0,4.118078,-4.286105,0.0,15.0,40.0,2.0,10.0
17,0.0,2.5098588,-2.4722068,0.0,-30.0,40.0,2.0,5.0
18,0.0,2.0619328,-2.1463957,0.0,-30.0,0.0,2.0,1.0
19,0.0,3.5523214,-3.5799634,0.0,15.0,-40.0,2.0,10.0
20,0.0,1.6749421,-1.5682005,0.0,0.0,-40.0,2.0,10.0
21,0.0,4.5156364,-4.5777745,0.0,0.0,-20.0,2.0,10.0
22,0.0,1.8143642,-1.6556057,0.0,30.0,-20.0,2.0,2.0
23,0.0,2.6374722,-2.6563525,0.0,-30.0,0.0,2.0,2.0
24,0.0,4.25838,-4.203875,0.0,0.0,20.0,2.0,4.0
25,0.0,3.6627138,-3.6813376,0.0,-15.0,-20.0,2.0,10.0
26,0.0,3.651643,-3.7283978,0.0,30.0,-20.0,2.0,10.0
27,0.0,1.9048579,-1.8841835,0.0,-15.0,40.0,2.0,6.0
28,0.0,2.3356571,-2.318754,0.0,0.0,20.0,2.0,10.0
29,0.0,1.992882,-1.9274004,0.0,-15.0,40.0,2.0,10.0
30,0.0,4.147482,-4.2666163,0.0,30.0,-20.0,2.0,10.0
31,0.0,3.9973962,-4.1411986,0.0,15.0,40.0,2.0,10.0
32,0.0,1.4055188,-1.3109956,0.0,-15.0,40.0,2.0,10.0
33,0.0,2.0602293,-2.0699627,0.0,15.0,20.0,2.0,6.0
34,0.0,1.3814968,-1.4611467,0.0,-30.0,20.0,2.0,1.0
35,0.0,1.5734253,-1.5748589,0.0,-30.0,-40.0,2.0,6.0
36,0.0,1.7035563,-1.6931446,0.0,0.0,40.0,2.0,6.0
37,0.0,4.0153537,-4.0601406,0.0,15.0,-20.0,2.0,5.0
38,0.0,3.0949447,-3.138394,0.0,-15.0,0.0,2.0,3.0
39,0.0,1.4755597,-1.3637804,0.0,-30.0,-20.0,2.0,10.0
40,0.0,2.1828892,-2.1439397,0.0,-30.0,-20.0,2.0,0.0
41,0.0,3.2663624,-3.23256,0.0,-15.0,-20.0,2.0,1.0
42,0.0,0.08234085,-0.07595314,0.0,30.0,20.0,2.0,4.0
43,0.0,3.7092264,-3.826904,0.0,15.0,40.0,2.0,10.0
44,0.0,3.613852,-3.6353705,0.0,15.0,-40.0,2.0,10.0
45,0.0,0.84100074,-0.74713403,0.0,30.0,0.0,2.0,4.0
46,0.0,1.5204139,-1.6916137,0.0,30.0,0.0,2.0,6.0
47,0.0,1.0964851,-0.99600166,0.0,-30.0,40.0,2.0,10.0
48,0.0,1.9141122,-1.8505418,0.0,-30.0,-20.0,2.0,10.0
49,0.0,3.0827687,-3.069272,0.0,-30.0,0.0,2.0,4.0
50,0.0,1.7236174,-1.63568,0.0,-15.0,-40.0,2.0,5.0
51,0.0,3.6133285,-3.6167605,0.0,0.0,-20.0,2.0,10.0
52,0.0,3.7298532,-3.7869837,0.0,-30.0,20.0,2.0,10.0
53,0.0,3.7339716,-3.60205,0.0,0.0,-20.0,2.0,3.0
54,0.0,-0.37006447,0.31466547,1.0,30.0,0.0,2.0,1.0
55,0.0,3.1399255,-3.1746852,0.0,-15.0,0.0,2.0,10.0
56,0.0,2.1214082,-1.9331934,0.0,15.0,-20.0,2.0,3.0
57,0.0,2.2031417,-2.1281514,0.0,-15.0,20.0,2.0,10.0
58,0.0,2.9694796,-3.0322204,0.0,0.0,0.0,2.0,6.0
59,0.0,3.0295777,-3.0110202,0.0,-15.0,20.0,2.0,5.0
60,0.0,2.3165019,-2.2351496,0.0,-30.0,-20.0,2.0,10.0
61,0.0,2.916615,-2.9333968,0.0,-30.0,-40.0,2.0,0.0
62,0.0,2.8030775,-2.786455,0.0,0.0,40.0,2.0,10.0
63,0.0,1.69403,-1.636367,0.0,0.0,20.0,2.0,6.0
64,0.0,3.4394815,-3.5952456,0.0,30.0,40.0,2.0,10.0
65,0.0,2.399095,-2.372057,0.0,0.0,20.0,2.0,10.0
66,0.0,3.3110297,-3.1167169,0.0,15.0,0.0,2.0,4.0
67,0.0,2.4333684,-2.4977524,0.0,30.0,-20.0,2.0,6.0
68,0.0,3.3536859,-3.3204343,0.0,-15.0,40.0,2.0,4.0
69,0.0,3.557849,-3.601811,0.0,-15.0,0.0,2.0,4.0
70,0.0,0.16718832,-0.12969896,0.0,-30.0,0.0,2.0,10.0
71,0.0,3.5708067,-3.5848238,0.0,-15.0,-40.0,2.0,3.0
72,0.0,3.141244,-3.1573513,0.0,15.0,0.0,2.0,10.0
73,0.0,3.3636796,-3.4381783,0.0,30.0,-40.0,2.0,10.0
74,0.0,1.6703964,-1.6628422,0.0,-30.0,-20.0,2.0,6.0
75,0.0,3.8942196,-3.9389138,0.0,-30.0,-40.0,2.0,2.0
76,0.0,2.6019437,-2.5955672,0.0,-30.0,-40.0,2.0,1.0
77,0.0,0.72325414,-0.6470453,0.0,0.0,-40.0,2.0,4.0
78,0.0,2.790406,-2.8096523,0.0,15.0,40.0,2.0,5.0
79,0.0,1.7180152,-1.648367,0.0,-15.0,20.0,2.0,10.0
80,0.0,3.269007,-3.3439248,0.0,30.0,-40.0,2.0,10.0
81,0.0,1.75626,-1.7577478,0.0,0.0,-40.0,2.0,3.0
82,0.0,2.6920397,-2.661612,0.0,0.0,40.0,2.0,10.0
83,0.0,1.2990661,-1.2149005,0.0,0.0,40.0,2.0,2.0
84,0.0,2.9865086,-2.9397342,0.0,-15.0,40.0,2.0,1.0
85,0.0,3.4117303,-3.32686,0.0,-30.0,40.0,2.0,2.0
86,0.0,2.6283705,-2.6442728,0.0,30.0,20.0,2.0,10.0
